,Date,Year,Time,Crash_location,Organisation,Flight_num,Route,Ac_type,Ground_fatalities_num,Summary,Month,Crash_location_country,Crash_location_ISO,Crash_location_city,Crash_location_city_longitude,Crash_location_city_latitude,Total onboard,Passengers onboard,Crew onboard,Onboard deaths,Passengers dead,Crew dead,all deaths,Total survivors,Passengers survivors,Crew survivors
654,21,1962,14:55,"Sela Pass, India",Kalinga Airlines,601,Nome - Ambler,Douglas C-47A,0,Stuck a mountain in poor weather.,September,India,IN,Indi,17.17735,75.9526,8,5,3,8,5,3,8,0,0,0
655,16,1988,10:17,"Sedona, Arizona",Air Taxi - Northern Arizona Aircraft Inc.,601,"Sedona, AZ - Sedona, AZ",Piper PA-32-300,0,The pilot & 4 fare-paying passengers were en route to the Grand Canyon national park for aerial sightseeing. An internal failure of the left magneto resulted in a total loss of engine power. The aircraft collided with terrain & was destroyed by ground fire.,October,Arizona,US,Sedona,34.86974,-111.76099,5,4,1,5,4,1,5,0,0,0
656,30,1947,14:25,"Seattle, Washington",Alaska Airlines,009,Anchorage - Seattle,Douglas C-54A,1,"The plane attempted to land at Seattle-Tacoma Airport  but aborted the landing because of low ceiling and visibility. During a second landing attempt, the aircraft touched down 2,748 feet beyond the approach end of Runway 20, ran past the end of the runway, hit an automobile killing one person, crashed into a ditch and burst into flames. Caused by the landing of the airplane too far from the approach end of a wet runway and at a speed too great to accomplish a full stop on the runway.",November,Washington,US,Washington,38.89511,-77.03637,28,25,3,8,7,1,9,20,18,2
657,18,2014,0752,"Seattle, Washington",Helicopters Inc / KOMO TV,009,News reporting,urocopter AS350 B2,0,The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed.,March,Washington,US,Washington,38.89511,-77.03637,2,1,1,2,1,1,2,0,0,0
658,19,1949,21:01,"Seattle, Washington",Air Transport Associates,009,Seattle - Chicago,Curtiss C-46F-1-CU,4,A power failure occurred in the No. 1 engine on takeoff and the pilot cut power to both engines and discontinued takeoff.  He then apparently changed his mind and applied power. The left engine continued to malfunction and the aircraft collided with power lines and crashed into houses. Use of improper fuel necessitated operating the aircraft's engines in excess of  operating limits resulting in engine failure. Decision to takeoff after the failure of the left engine.,July,Washington,US,Washington,38.89511,-77.03637,32,28,4,2,2,0,6,30,26,4
659,02,1949,22:05,"Seattle, Washington",Seattle Air Charter,009,Seattle - New Haven,Douglas DC-3 (C-47A-DL),0,"The aircraft took off in fog with a group of Yale University students returning to school following their Christmas vacation.  About midway down the runway the plane swerved to the left and became airborne.  The left wing dropped the wing tip dragged on the runway.  After about 750 feet, the tail wheel made contact with the runway.  The engines were cut and the plane skidded for 700 feet until it hit a hanger and burst into flames.  The accident was caused by the crew's attempt to take off in an airplane which had formations of ice and frost on the surfaces of the wings.  In addition, the plane was overloaded by 1,500 lbs.",January,Washington,US,Washington,38.89511,-77.03637,30,27,3,14,11,3,14,16,16,0
660,02,1956,08:10,"Seattle, Washington",Northwest Orient Airlines,2,Seattle - Portland,Boeing 377 Stratocruiser 10-30,0,The aircraft experienced extreme buffeting after taking off from Seattle. A decision was made to divert to McChord AFB but the plane continued to loose altitude and had to be ditched in Puget Sound 4.7 nautical miles southwest of Seattle. The plane sank within 15 minutes. The incorrect analysis of control difficulty which occurred on retraction of the wing flaps as a result of the flight engineer's failure to close the engine cowl flaps,April,Washington,US,Washington,38.89511,-77.03637,38,32,6,5,4,1,5,33,28,5
663,23,1927,10:00,"Schleiz, Germany",Deutsche Lufthansa,17K,Berlin - Munich,Dornier Merkur,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,September,Germany,DE,Schleiz,50.57866,11.81024,6,4,2,6,4,2,6,0,0,0
667,13,1987,07:20,"Sayre, Pennsylvania",Air Taxi,17K,"Sayre, PA - Washington, District of Colombia",Piper PA-32-300,0,"During initial climb after takeoff, smoke was observed in the cockpit. When the smoke became hvy, the plt decided to land. He attempted a forced landing on rising terrain in foggy conditions. Subsequently, the aircraft crashed into the side of the hill & began burning. Electrical short and arcing leading to fire.",May,Pennsylvania,US,Sayre,41.97896,-76.5155,3,2,1,2,1,1,2,1,1,0
668,09,1978,18:26,"Savoy, Illinois",Air Taxi,17K,"Savoy, IL - Cleveland, OH",Piper PA-31,0,The plane crashed while taking off after engine failure. Connecting rod bolt or nut failure for reasons unknown.,September,Illinois,US,Savoy,40.05475,-88.25172,6,5,1,6,5,1,6,0,0,0
673,11,1998,17:45,"Saurimo, Angola",Alada,17K,Luanda - Saurimo,Antonov An-12BP,0,Blew a tire while landing causing the plane to to run off the runway and crash.,August,Angola,AO,Saurimo,-9.66078,20.39155,13,6,7,1,0,1,1,12,6,6
676,01,1971,21:48,"Saratov, Russia",Aeroflot,2174,Ufa - Saratov,Antonov AN-24,0,During approach the plane made a large roll and vertical rate of descent and crashed. Icing.,December,Russia,RU,Saratov,51.54056,46.00861,57,53,4,57,53,4,57,0,0,0
702,05,1957,c 09:20,"Santoshpur, India",Indian Airlines,530,Silhcar - Calcutta,Douglas C-47A,0,"The accident is attributed to the insufficient altitude at which the aircraft was flown during an attempt to fly through a thunderstorm. Downdrafts and divergent winds encountered, forced the aircraft to the ground.",May,India,IN,Indi,17.17735,75.9526,3,0,3,1,0,1,1,2,0,2
703,30,1975,c 09:20,"Santo Domingo, Dominican Republic",Linea AÃ©rea Nacional,530,Santo Domingo - Port-au-Prince,Douglas DC-3-313,0,Crashed during take off.,January,Dominican Republic,DO,Santo Domingo,18.47186,-69.89232,30,27,3,1,0,1,1,29,27,2
705,25,1971,16:26,"Santiago, Chile",Aerolineas Flecha Austral - ALFA,5002,Sao Vicente - Santo Antao,Curtiss C-46,0,The cargo plane lost an engine while taking off and crashed 2 km from the airport..,May,Chile,CL,Santiago,-33.45694,-70.64827,4,2,2,4,2,2,4,0,0,0
706,13,1972,16:26,"Santiago, Chile",Aerolineas Flecha Austral,5002,Sao Vicente - Santo Antao,Curtiss C-46D,0,On approach the aircraft struck El Ovejero mountain.,June,Chile,CL,Santiago,-33.45694,-70.64827,3,0,3,3,0,3,3,0,0,0
707,31,1975,16:26,"Santiago, Chile",Military - Chilean Air Force,5002,Sao Vicente - Santo Antao,Douglas C-47,0,Summary unavailable.,July,Chile,CL,Santiago,-33.45694,-70.64827,10,0,3,10,0,3,10,0,0,0
709,24,1990,01:58,"Santiago de Cuba, Cuba",Cubana de Aviacion,2886,Camaguey - Santiago de Cuba,Yakovlev YAK-40,0,Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.,October,Cuba,CU,Santiago de Cuba,20.02083,-75.82667,31,24,7,11,9,2,11,20,15,5
710,27,1962,17:45,"Santiago de Cuba, Cuba",Cubana de Aviacion,2886,Santiago de Cuba - Havana,Ilyushin IL-14,0,Crashed shortly after takeoff into the sea 1 mile offshore and sank. The weather was clear.,March,Cuba,CU,Santiago de Cuba,20.02083,-75.82667,22,18,4,22,18,4,22,0,0,0
711,13,1929,0800,"Santiago de Cuba, Cuba",Pan American Airways,2886,Santiago de Cuba - Havana,Fokker F-X,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus"".",June,Cuba,CU,Santiago de Cuba,20.02083,-75.82667,5,1,4,2,1,1,2,3,0,3
712,23,1990,0800,Santiago de Cuba,Cubana de Aviacion,2886,Santiago de Cuba - Havana,Antonov AN-26,0,"During takeoff, close to V1 the takeoff was aborted. The aircraft overran the runway and crashed.",March,Cuba,CU,Santiago de Cuba,20.02083,-75.82667,46,41,5,4,4,0,4,42,37,5
715,26,1959,20:18,"Santa Maria, California",Pacific Air Lines,308,Los Angeles - Oxnard - Santa Maria - Paso Robles,Douglas C-47A-DL,1,"Moments after rotation the left engine exploded and caught fire. The elevator of the plane hit a 12,000 volt powerline and crash landed upright sliding 65 feet. The only fatality was the first officer who was thrown clear of the accident still strapped to his seat. The number 5 cylinder of the left engine failed leading to an explosion that deformed the left engine's ring cowl to a degree that cause excessive drag and buffeting that made sustained flight impossible. Maintenance records showed the engine had a troubling number of oil leaks.",October,California,US,California,38.3004,-76.50745,19,17,2,1,0,1,2,18,17,1
719,08,1966,08:04,"Santa Cruz Island, California",Bassett Complany - Taxi,1851,Camiri - Santa Cruz,Piper PA-32,0,Crashed into a mountain slope after VFR flight into adverse weather conditions.,March,California,US,California,38.3004,-76.50745,6,5,1,6,5,1,6,0,0,0
720,07,2002,09:10,"Santa Cruz do Sul, Brazil",American Virginia,1851,Camiri - Santa Cruz,Learjet 60,0,"The crew was not able to stop the plane on the rain-slick runway, overran the runway and collided with an obstacle.",October,Brazil,BR,Santa Cruz,-6.22944,-36.02278,5,2,3,1,0,1,1,4,2,2
722,15,1950,09:10,"Santa Ana, Colombia",Lineas AÃ©reas Nacionales,1851,"Allbrook AFB, Panama  - Santa Bernardina AFB",Douglas C-47 (DC-3),0,Summary unavailable.,April,Colombia,CO,Santa Ana,9.32125,-74.56848,25,23,2,25,23,2,25,0,0,0
723,23,1968,19:59,"Santa Ana, California",Cable Commuter,544,Los Angeles - Santa Ana,de Havilland Canada DHC-6 Twin Otter 200,0,"While on approach to the airport, in dense fog, the aircraft descended prematurely and its left wing clipped a 30 ft. light pole on the grounds of a fire station 1.8 miles northwest of the runway threshold. The plane then veered into the adjacent elevated western embankment of a freeway and broke up, spewing flaming wreckage across all six traffic lanes. Improper IFR operation. Misjudged altitude.",November,California,US,California,38.3004,-76.50745,9,7,2,9,7,2,9,0,0,0
724,15,1993,17:33,"Santa Ana, California",Air Taxi - Martin Aviation LP,544,"Fresno, CA - Santa Ana, CA",Israel Aircraft Industries 1124A,0,"The aircraft followed in a Boeing 757 for landing, became caught in its wake turbulence, rolled into a deep descent and crashed. Rich Snyder, president of In-N-Out Burger chain killed.",December,California,US,California,38.3004,-76.50745,5,4,1,5,4,1,5,0,0,0
725,25,1967,04:05,"Sanger, California",Priority Air - Air Taxi,544,"Fresno, CA - Santa Ana, CA",Beech C-45H,0,Lost an engine on approach and was unable to maintain altitude. Aircraft overloaded by 827 lbs.,November,California,US,California,38.3004,-76.50745,3,1,2,3,1,2,3,0,0,0
730,17,1971,13:15,"San Vicente del Caguan, Colombia",Aerolineas TAO,183,Training,Douglas C-47A,0,"The aircraft crashed and burned short of the runway. A girl, 6, and a boy 3, were the only survivors.",October,Colombia,CO,San Vicente,6.28535,-75.33385,21,17,4,19,15,4,19,2,2,0
732,01,1986,06:32,"San Salvador, El Salvador",Military - El Salvador Air Force,183,San Salvador - Panama City,Douglas DC-6,0,Crashed into a hill following an engine fire.,May,El Salvador,SV,San Salvador,13.68935,-89.18718,37,33,4,37,33,4,37,0,0,0
733,07,1964,06:49,"San Ramon, California",Pacific Air Lines,773,Stockton - San Fransisco,Fairchild F-27A,0,"The aircraft went into a steep dive and crashed 26 miles from it destinatiion of San Francisco Internatiional Airport. The last message which had to be obtained through laboratory analysis was ""Skipper's shot.  We've been shot.  I was trying to help.""  Francisco Gonzales, a passenger, who had told several people he was going to kill himself, shot both the pilot and co-pilot. Gonzales, 27, a former member of the Philippine yachting team at the 1960 Olympics, had purchased life insurance policies totaling $105,000 prior to the flight.",May,California,US,California,38.3004,-76.50745,44,41,3,44,41,3,44,0,0,0
737,07,1976,02:20,"San Onofre, California",Sky Haven - Air Taxi,773,"Palm Springs, CA - Santa Ana, CA",Cessna 172M,0,The aircraft crashed into the Pacific Ocean after an in-flight fire. Source of the fire undetermined.,March,California,US,California,38.3004,-76.50745,2,1,1,2,1,1,2,0,0,0
739,23,1937,c 02:50,"San Luis, Argentina",Pan American Grace Airways,773,Mendosa - Cordoba,Douglas DC-2,0,Crashed and burned in dense fog while enroute.,August,Argentina,AR,San Luis,-33.29501,-66.33563,3,0,3,3,0,3,3,0,0,0
740,24,1990,07:02,"San Luis Obispo, California",HiTech Helicopters,773,"Van Nuys, CA - San Luis Obispo, CA",Cessna 501 Citation,0,Crashed short of the runway into a Eucalyptus tree while making an approach to Runway 11 in heavy fog.  The pilot's improper IFR procedure. His failure to maintain the minimum descent altitude for the adverse weather was a related factor.,September,California,US,California,38.3004,-76.50745,4,2,2,4,2,2,4,0,0,0
741,07,1987,16:16,"San Luis Obispo, California",Pacific Southwest Airlines,1771,Los Angeles - San Fransisco,British Aerospace BAe-146-200A,0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantic message to air traffic controllers: ""Thereâ€™s gunfire aboard."" Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph at 5,000 g's . Investigators sifting through the wreckage were able to retrieve the planeâ€™s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot.",December,California,US,California,38.3004,-76.50745,43,38,5,43,38,5,43,0,0,0
742,24,1984,11:18,"San Luis Obispo, California",Wings West Airlines / Private,628,San Luis Obispo - San Fransisco,Beechcraft C99 / Rockwell 112TC,0,"A head-on midair collision occurred at 3, 400 ft. near San Luis Obispo Airport . The Beech was climbing and the Rockwell was descending. Two aboard the Rockwell aircraft were killed along with 15 aboard the Beech.  Failure of the pilots of both aircraft to follow the recommended communications and traffic advisory practices for uncontrolled airports in alerting each other to their presence. Underlying the accident were the physiological limitations of human vision and reaction time.",August,California,US,California,38.3004,-76.50745,17,13,4,17,13,4,17,0,0,0
